Date,Time,Temperature,Humidity,Light,DateTime
2018/10/12,10:45:50,70.7,54.4,883.8,20181012104550
2018/10/12,10:45:52,73.8,54.8,870.7,20181012104552
2018/10/12,10:45:54,76.8,54.9,854.4,20181012104554
2018/10/12,10:45:56,79.4,54.9,835.8,20181012104556
2018/10/12,10:45:58,81.6,54.6,815.5,20181012104558
2018/10/12,10:46:00,83.3,54.1,794.7,20181012104600
2018/10/12,10:46:02,84.4,53.5,774.0,20181012104602
2018/10/12,10:46:04,84.9,52.7,754.5,20181012104604
2018/10/12,10:46:06,84.8,51.7,736.9,20181012104606
2018/10/12,10:46:08,83.9,50.7,722.2,20181012104608
2018/10/12,10:46:10,82.5,49.7,710.8,20181012104610
2018/10/12,10:46:12,80.5,48.6,703.3,20181012104612
2018/10/12,10:46:14,78.1,47.7,700.1,20181012104614
2018/10/12,10:46:16,75.3,46.8,701.2,20181012104616
2018/10/12,10:46:18,72.3,46.1,706.7,20181012104618
2018/10/12,10:46:20,69.1,45.5,716.2,20181012104620
2018/10/12,10:46:22,66.0,45.1,729.4,20181012104622
2018/10/12,10:46:24,63.1,45.0,745.7,20181012104624
2018/10/12,10:46:26,60.5,45.0,764.3,20181012104626
2018/10/12,10:46:28,58.3,45.3,784.5,20181012104628
2018/10/12,10:46:30,56.6,45.8,805.4,20181012104630
2018/10/12,10:46:32,55.5,46.4,826.1,20181012104632
2018/10/12,10:46:34,55.0,47.2,845.6,20181012104634
2018/10/12,10:46:36,55.1,48.2,863.1,20181012104636
2018/10/12,10:46:38,56.0,49.2,877.8,20181012104638
2018/10/12,10:46:40,57.4,50.2,889.2,20181012104640
2018/10/12,10:46:42,59.4,51.3,896.6,20181012104642
2018/10/12,10:46:44,61.8,52.2,899.8,20181012104644
2018/10/12,10:46:46,64.6,53.1,898.7,20181012104646
2018/10/12,10:46:48,67.7,53.8,893.2,20181012104648
2018/10/12,10:46:50,70.8,54.4,883.6,20181012104650
2018/10/12,10:46:52,73.9,54.8,870.4,20181012104652
2018/10/12,10:46:54,76.8,54.9,854.1,20181012104654
2018/10/12,10:46:56,79.4,54.9,835.4,20181012104656
2018/10/12,10:46:58,81.6,54.6,815.2,20181012104658
2018/10/12,10:47:00,83.3,54.1,794.3,20181012104700
2018/10/12,10:47:02,84.5,53.5,773.7,20181012104702
2018/10/12,10:47:04,84.9,52.7,754.2,20181012104704
2018/10/12,10:47:06,84.8,51.7,736.7,20181012104706
2018/10/12,10:47:08,83.9,50.7,721.9,20181012104708
2018/10/12,10:47:10,82.5,49.7,710.6,20181012104710
2018/10/12,10:47:12,80.5,48.6,703.2,20181012104712
2018/10/12,10:47:14,78.1,47.7,700.1,20181012104714
2018/10/12,10:47:16,75.3,46.8,701.3,20181012104716
2018/10/12,10:47:18,72.2,46.0,706.8,20181012104718
2018/10/12,10:47:20,69.1,45.5,716.4,20181012104720
2018/10/12,10:47:22,66.0,45.1,729.6,20181012104722
2018/10/12,10:47:24,63.1,45.0,745.9,20181012104724
2018/10/12,10:47:26,60.4,45.0,764.6,20181012104726
2018/10/12,10:47:28,58.2,45.3,784.9,20181012104728
2018/10/12,10:47:30,56.5,45.8,805.8,20181012104730
2018/10/12,10:47:32,55.4,46.4,826.4,20181012104732
2018/10/12,10:47:34,55.0,47.3,845.9,20181012104734
2018/10/12,10:47:36,55.1,48.2,863.4,20181012104736
2018/10/12,10:47:38,56.0,49.2,878.1,20181012104738
2018/10/12,10:47:40,57.4,50.2,889.3,20181012104740
2018/10/12,10:47:42,59.4,51.3,896.7,20181012104742
2018/10/12,10:47:44,61.9,52.2,899.8,20181012104744
2018/10/12,10:47:46,64.7,53.1,898.6,20181012104746
2018/10/12,10:47:48,67.7,53.9,893.1,20181012104748
2018/10/12,10:47:50,70.8,54.4,883.4,20181012104750
2018/10/12,10:47:52,73.9,54.8,870.2,20181012104752
2018/10/12,10:47:54,76.9,54.9,853.8,20181012104754
2018/10/12,10:47:56,79.5,54.9,835.1,20181012104756
2018/10/12,10:47:58,81.7,54.6,814.9,20181012104758
2018/10/12,10:48:00,83.4,54.1,794.0,20181012104800
2018/10/12,10:48:02,84.5,53.5,773.3,20181012104802
2018/10/12,10:48:04,84.9,52.6,753.9,20181012104804
2018/10/12,10:48:06,84.7,51.7,736.4,20181012104806
2018/10/12,10:48:08,83.9,50.7,721.7,20181012104808
2018/10/12,10:48:10,82.5,49.6,710.5,20181012104810
2018/10/12,10:48:12,80.5,48.6,703.1,20181012104812
2018/10/12,10:48:14,78.0,47.6,700.0,20181012104814
2018/10/12,10:48:16,75.2,46.8,701.3,20181012104816
2018/10/12,10:48:18,72.2,46.0,706.9,20181012104818
2018/10/12,10:48:20,69.0,45.5,716.6,20181012104820
2018/10/12,10:48:22,65.9,45.1,729.9,20181012104822
2018/10/12,10:48:24,63.0,45.0,746.2,20181012104824
2018/10/12,10:48:26,60.4,45.0,765.0,20181012104826
2018/10/12,10:48:28,58.2,45.3,785.2,20181012104828
2018/10/12,10:48:30,56.5,45.8,806.1,20181012104830
2018/10/12,10:48:32,55.4,46.4,826.7,20181012104832
2018/10/12,10:48:34,55.0,47.3,846.2,20181012104834
2018/10/12,10:48:36,55.2,48.2,863.6,20181012104836
2018/10/12,10:48:38,56.0,49.2,878.3,20181012104838
2018/10/12,10:48:40,57.5,50.3,889.5,20181012104840
2018/10/12,10:48:42,59.5,51.3,896.8,20181012104842
2018/10/12,10:48:44,61.9,52.3,899.9,20181012104844
2018/10/12,10:48:46,64.7,53.1,898.6,20181012104846
2018/10/12,10:48:48,67.8,53.9,892.9,20181012104848
2018/10/12,10:48:50,70.9,54.4,883.2,20181012104850
2018/10/12,10:48:52,74.0,54.8,869.9,20181012104852
2018/10/12,10:48:54,76.9,54.9,853.5,20181012104854
2018/10/12,10:48:56,79.5,54.9,834.8,20181012104856
2018/10/12,10:48:58,81.7,54.6,814.5,20181012104858
2018/10/12,10:49:00,83.4,54.1,793.6,20181012104900
2018/10/12,10:49:02,84.5,53.4,773.0,20181012104902
2018/10/12,10:49:04,84.9,52.6,753.5,20181012104904
2018/10/12,10:49:06,84.7,51.7,736.1,20181012104906
2018/10/12,10:49:08,83.9,50.7,721.5,20181012104908
2018/10/12,10:49:10,82.4,49.6,710.3,20181012104910
2018/10/12,10:49:12,80.4,48.6,703.1,20181012104912
2018/10/12,10:49:14,78.0,47.6,700.0,20181012104914
2018/10/12,10:49:16,75.2,46.8,701.4,20181012104916
2018/10/12,10:49:18,72.1,46.0,707.0,20181012104918
2018/10/12,10:49:20,69.0,45.5,716.8,20181012104920
2018/10/12,10:49:22,65.9,45.1,730.1,20181012104922
2018/10/12,10:49:24,63.0,45.0,746.5,20181012104924
2018/10/12,10:49:26,60.4,45.0,765.3,20181012104926
2018/10/12,10:49:28,58.2,45.3,785.6,20181012104928
2018/10/12,10:49:30,56.5,45.8,806.5,20181012104930
2018/10/12,10:49:32,55.4,46.5,827.1,20181012104932
2018/10/12,10:49:34,55.0,47.3,846.5,20181012104934
2018/10/12,10:49:36,55.2,48.2,863.9,20181012104936
2018/10/12,10:49:38,56.0,49.2,878.5,20181012104938
2018/10/12,10:49:40,57.5,50.3,889.7,20181012104940
2018/10/12,10:49:42,59.5,51.3,896.9,20181012104942
2018/10/12,10:49:44,62.0,52.3,899.9,20181012104944
2018/10/12,10:49:46,64.8,53.1,898.5,20181012104946
2018/10/12,10:49:48,67.8,53.9,892.8,20181012104948
2018/10/12,10:49:50,70.9,54.4,883.0,20181012104950
2018/10/12,10:49:52,74.0,54.8,869.7,20181012104952
2018/10/12,10:49:54,76.9,54.9,853.2,20181012104954
2018/10/12,10:49:56,79.6,54.9,834.4,20181012104956
2018/10/12,10:49:58,81.7,54.6,814.2,20181012104958
2018/10/12,10:50:00,83.4,54.1,793.3,20181012105000
2018/10/12,10:50:02,84.5,53.4,772.7,20181012105002
2018/10/12,10:50:04,84.9,52.6,753.2,20181012105004
2018/10/12,10:50:06,84.7,51.7,735.9,20181012105006
2018/10/12,10:50:08,83.9,50.7,721.3,20181012105008
2018/10/12,10:50:10,82.4,49.6,710.2,20181012105010
2018/10/12,10:50:12,80.4,48.6,703.0,20181012105012
2018/10/12,10:50:14,77.9,47.6,700.0,20181012105014
2018/10/12,10:50:16,75.1,46.7,701.4,20181012105016
2018/10/12,10:50:18,72.1,46.0,707.2,20181012105018
2018/10/12,10:50:20,68.9,45.5,717.0,20181012105020
2018/10/12,10:50:22,65.8,45.1,730.4,20181012105022
2018/10/12,10:50:24,62.9,45.0,746.8,20181012105024
2018/10/12,10:50:26,60.3,45.0,765.6,20181012105026
2018/10/12,10:50:28,58.1,45.3,785.9,20181012105028
2018/10/12,10:50:30,56.5,45.8,806.8,20181012105030
2018/10/12,10:50:32,55.4,46.5,827.4,20181012105032
2018/10/12,10:50:34,55.0,47.3,846.8,20181012105034
2018/10/12,10:50:36,55.2,48.2,864.2,20181012105036
2018/10/12,10:50:38,56.0,49.3,878.7,20181012105038
2018/10/12,10:50:40,57.5,50.3,889.8,20181012105040
2018/10/12,10:50:42,59.5,51.3,897.0,20181012105042
2018/10/12,10:50:44,62.0,52.3,899.9,20181012105044
2018/10/12,10:50:46,64.8,53.2,898.4,20181012105046
2018/10/12,10:50:48,67.9,53.9,892.7,20181012105048
2018/10/12,10:50:50,71.0,54.4,882.9,20181012105050
2018/10/12,10:50:52,74.1,54.8,869.4,20181012105052
2018/10/12,10:50:54,77.0,54.9,852.9,20181012105054
2018/10/12,10:50:56,79.6,54.9,834.1,20181012105056
2018/10/12,10:50:58,81.8,54.6,813.8,20181012105058
2018/10/12,10:51:00,83.4,54.1,792.9,20181012105100
2018/10/12,10:51:02,84.5,53.4,772.3,20181012105102
2018/10/12,10:51:04,84.9,52.6,752.9,20181012105104
2018/10/12,10:51:06,84.7,51.7,735.6,20181012105106
2018/10/12,10:51:08,83.9,50.6,721.1,20181012105108
2018/10/12,10:51:10,82.4,49.6,710.0,20181012105110
2018/10/12,10:51:12,80.4,48.6,702.9,20181012105112
2018/10/12,10:51:14,77.9,47.6,700.0,20181012105114
2018/10/12,10:51:16,75.1,46.7,701.5,20181012105116
2018/10/12,10:51:18,72.0,46.0,707.3,20181012105118
2018/10/12,10:51:20,68.9,45.5,717.1,20181012105120
2018/10/12,10:51:22,65.8,45.1,730.6,20181012105122
2018/10/12,10:51:24,62.9,45.0,747.1,20181012105124
2018/10/12,10:51:26,60.3,45.0,765.9,20181012105126
2018/10/12,10:51:28,58.1,45.3,786.3,20181012105128
2018/10/12,10:51:30,56.5,45.8,807.2,20181012105130
2018/10/12,10:51:32,55.4,46.5,827.8,20181012105132
2018/10/12,10:51:34,55.0,47.3,847.1,20181012105134
2018/10/12,10:51:36,55.2,48.3,864.4,20181012105136
2018/10/12,10:51:38,56.1,49.3,878.9,20181012105138
2018/10/12,10:51:40,57.5,50.3,890.0,20181012105140
2018/10/12,10:51:42,59.6,51.3,897.1,20181012105142
2018/10/12,10:51:44,62.0,52.3,899.9,20181012105144
2018/10/12,10:51:46,64.9,53.2,898.4,20181012105146
2018/10/12,10:51:48,67.9,53.9,892.5,20181012105148
2018/10/12,10:51:50,71.0,54.5,882.7,20181012105150
2018/10/12,10:51:52,74.1,54.8,869.2,20181012105152
2018/10/12,10:51:54,77.0,54.9,852.6,20181012105154
2018/10/12,10:51:56,79.6,54.9,833.8,20181012105156
2018/10/12,10:51:58,81.8,54.6,813.5,20181012105158
2018/10/12,10:52:00,83.5,54.1,792.6,20181012105200
2018/10/12,10:52:02,84.5,53.4,772.0,20181012105202
2018/10/12,10:52:04,84.9,52.6,752.6,20181012105204
2018/10/12,10:52:06,84.7,51.6,735.3,20181012105206
2018/10/12,10:52:08,83.8,50.6,720.9,20181012105208
2018/10/12,10:52:10,82.3,49.6,709.9,20181012105210
2018/10/12,10:52:12,80.3,48.5,702.8,20181012105212
2018/10/12,10:52:14,77.8,47.6,700.0,20181012105214
2018/10/12,10:52:16,75.0,46.7,701.6,20181012105216
2018/10/12,10:52:18,72.0,46.0,707.4,20181012105218
2018/10/12,10:52:20,68.8,45.4,717.3,20181012105220
2018/10/12,10:52:22,65.7,45.1,730.9,20181012105222
2018/10/12,10:52:24,62.8,45.0,747.4,20181012105224
2018/10/12,10:52:26,60.2,45.0,766.3,20181012105226
2018/10/12,10:52:28,58.1,45.3,786.6,20181012105228
2018/10/12,10:52:30,56.4,45.8,807.5,20181012105230
2018/10/12,10:52:32,55.4,46.5,828.1,20181012105232
2018/10/12,10:52:34,55.0,47.3,847.4,20181012105234
2018/10/12,10:52:36,55.2,48.3,864.7,20181012105236
2018/10/12,10:52:38,56.1,49.3,879.1,20181012105238
2018/10/12,10:52:40,57.6,50.3,890.1,20181012105240
2018/10/12,10:52:42,59.6,51.4,897.1,20181012105242
2018/10/12,10:52:44,62.1,52.3,899.9,20181012105244
2018/10/12,10:52:46,64.9,53.2,898.3,20181012105246
2018/10/12,10:52:48,68.0,53.9,892.4,20181012105248
2018/10/12,10:52:50,71.1,54.5,882.5,20181012105250
2018/10/12,10:52:52,74.2,54.8,868.9,20181012105252
2018/10/12,10:52:54,77.1,54.9,852.3,20181012105254
2018/10/12,10:52:56,79.7,54.9,833.5,20181012105256
2018/10/12,10:52:58,81.8,54.6,813.1,20181012105258
2018/10/12,10:53:00,83.5,54.1,792.2,20181012105300
2018/10/12,10:53:02,84.5,53.4,771.6,20181012105302
2018/10/12,10:53:04,84.9,52.6,752.3,20181012105304
2018/10/12,10:53:06,84.7,51.6,735.1,20181012105306
2018/10/12,10:53:08,83.8,50.6,720.7,20181012105308
2018/10/12,10:53:10,82.3,49.6,709.7,20181012105310
2018/10/12,10:53:12,80.3,48.5,702.7,20181012105312
2018/10/12,10:53:14,77.8,47.6,700.0,20181012105314
2018/10/12,10:53:16,75.0,46.7,701.6,20181012105316
2018/10/12,10:53:18,71.9,46.0,707.6,20181012105318
2018/10/12,10:53:20,68.8,45.4,717.5,20181012105320
2018/10/12,10:53:22,65.7,45.1,731.1,20181012105322
2018/10/12,10:53:24,62.8,45.0,747.7,20181012105324
2018/10/12,10:53:26,60.2,45.0,766.6,20181012105326
2018/10/12,10:53:28,58.0,45.3,786.9,20181012105328
2018/10/12,10:53:30,56.4,45.8,807.9,20181012105330
2018/10/12,10:53:32,55.4,46.5,828.4,20181012105332
2018/10/12,10:53:34,55.0,47.3,847.7,20181012105334
2018/10/12,10:53:36,55.2,48.3,865.0,20181012105336
2018/10/12,10:53:38,56.1,49.3,879.4,20181012105338
2018/10/12,10:53:40,57.6,50.3,890.3,20181012105340
2018/10/12,10:53:42,59.6,51.4,897.2,20181012105342
2018/10/12,10:53:44,62.1,52.3,899.9,20181012105344
2018/10/12,10:53:46,65.0,53.2,898.2,20181012105346
2018/10/12,10:53:48,68.0,53.9,892.3,20181012105348
2018/10/12,10:53:50,71.2,54.5,882.3,20181012105350
2018/10/12,10:53:52,74.2,54.8,868.6,20181012105352
2018/10/12,10:53:54,77.1,54.9,852.0,20181012105354
2018/10/12,10:53:56,79.7,54.9,833.1,20181012105356
2018/10/12,10:53:58,81.9,54.6,812.8,20181012105358
2018/10/12,10:54:00,83.5,54.1,791.9,20181012105400
2018/10/12,10:54:02,84.5,53.4,771.3,20181012105402
2018/10/12,10:54:04,84.9,52.6,752.0,20181012105404
2018/10/12,10:54:06,84.7,51.6,734.8,20181012105406
2018/10/12,10:54:08,83.8,50.6,720.4,20181012105408
2018/10/12,10:54:10,82.3,49.5,709.6,20181012105410
2018/10/12,10:54:12,80.2,48.5,702.6,20181012105412
2018/10/12,10:54:14,77.7,47.6,700.0,20181012105414
2018/10/12,10:54:16,74.9,46.7,701.7,20181012105416
2018/10/12,10:54:18,71.9,46.0,707.7,20181012105418
2018/10/12,10:54:20,68.7,45.4,717.7,20181012105420
2018/10/12,10:54:22,65.6,45.1,731.4,20181012105422
2018/10/12,10:54:24,62.7,45.0,748.0,20181012105424
2018/10/12,10:54:26,60.2,45.0,766.9,20181012105426
2018/10/12,10:54:28,58.0,45.3,787.3,20181012105428
2018/10/12,10:54:30,56.4,45.8,808.2,20181012105430
2018/10/12,10:54:32,55.3,46.5,828.8,20181012105432
2018/10/12,10:54:34,55.0,47.4,848.0,20181012105434
2018/10/12,10:54:36,55.2,48.3,865.2,20181012105436
2018/10/12,10:54:38,56.1,49.3,879.6,20181012105438
2018/10/12,10:54:40,57.6,50.4,890.4,20181012105440
2018/10/12,10:54:42,59.7,51.4,897.3,20181012105442
2018/10/12,10:54:44,62.2,52.4,899.9,20181012105444
2018/10/12,10:54:46,65.0,53.2,898.2,20181012105446
2018/10/12,10:54:48,68.1,53.9,892.1,20181012105448
2018/10/12,10:54:50,71.2,54.5,882.1,20181012105450
2018/10/12,10:54:52,74.3,54.8,868.4,20181012105452
2018/10/12,10:54:54,77.2,54.9,851.7,20181012105454
2018/10/12,10:54:56,79.8,54.9,832.8,20181012105456
2018/10/12,10:54:58,81.9,54.6,812.4,20181012105458
2018/10/12,10:55:00,83.5,54.1,791.5,20181012105500
2018/10/12,10:55:02,84.6,53.4,771.0,20181012105502
2018/10/12,10:55:04,84.9,52.5,751.7,20181012105504
2018/10/12,10:55:06,84.7,51.6,734.5,20181012105506
2018/10/12,10:55:08,83.8,50.6,720.2,20181012105508
2018/10/12,10:55:10,82.3,49.5,709.4,20181012105510
2018/10/12,10:55:12,80.2,48.5,702.6,20181012105512
2018/10/12,10:55:14,77.7,47.5,700.0,20181012105514
2018/10/12,10:55:16,74.9,46.7,701.8,20181012105516
2018/10/12,10:55:18,71.8,46.0,707.8,20181012105518
2018/10/12,10:55:20,68.7,45.4,717.9,20181012105520
2018/10/12,10:55:22,65.6,45.1,731.6,20181012105522
2018/10/12,10:55:24,62.7,45.0,748.3,20181012105524
2018/10/12,10:55:26,60.1,45.0,767.3,20181012105526
2018/10/12,10:55:28,58.0,45.3,787.6,20181012105528
2018/10/12,10:55:30,56.4,45.9,808.6,20181012105530
2018/10/12,10:55:32,55.3,46.5,829.1,20181012105532
2018/10/12,10:55:34,55.0,47.4,848.4,20181012105534
2018/10/12,10:55:36,55.2,48.3,865.5,20181012105536
2018/10/12,10:55:38,56.1,49.3,879.8,20181012105538
2018/10/12,10:55:40,57.7,50.4,890.6,20181012105540
2018/10/12,10:55:42,59.7,51.4,897.4,20181012105542
2018/10/12,10:55:44,62.2,52.4,899.9,20181012105544
2018/10/12,10:55:46,65.1,53.2,898.1,20181012105546
2018/10/12,10:55:48,68.1,53.9,892.0,20181012105548
2018/10/12,10:55:50,71.3,54.5,881.9,20181012105550
2018/10/12,10:55:52,74.3,54.8,868.1,20181012105552
2018/10/12,10:55:54,77.2,54.9,851.4,20181012105554
2018/10/12,10:55:56,79.8,54.9,832.5,20181012105556
2018/10/12,10:55:58,81.9,54.6,812.1,20181012105558
2018/10/12,10:56:00,83.5,54.0,791.2,20181012105600
2018/10/12,10:56:02,84.6,53.4,770.6,20181012105602
2018/10/12,10:56:04,84.9,52.5,751.4,20181012105604
2018/10/12,10:56:06,84.7,51.6,734.3,20181012105606
2018/10/12,10:56:08,83.8,50.6,720.0,20181012105608
2018/10/12,10:56:10,82.2,49.5,709.3,20181012105610
2018/10/12,10:56:12,80.2,48.5,702.5,20181012105612
2018/10/12,10:56:14,77.7,47.5,700.0,20181012105614
2018/10/12,10:56:16,74.8,46.7,701.8,20181012105616
2018/10/12,10:56:18,71.8,46.0,708.0,20181012105618
2018/10/12,10:56:20,68.6,45.4,718.1,20181012105620
2018/10/12,10:56:22,65.5,45.1,731.9,20181012105622
2018/10/12,10:56:24,62.7,45.0,748.6,20181012105624
2018/10/12,10:56:26,60.1,45.0,767.6,20181012105626
2018/10/12,10:56:28,58.0,45.4,788.0,20181012105628
2018/10/12,10:56:30,56.3,45.9,808.9,20181012105630
2018/10/12,10:56:32,55.3,46.5,829.4,20181012105632
2018/10/12,10:56:34,55.0,47.4,848.7,20181012105634
2018/10/12,10:56:36,55.2,48.3,865.8,20181012105636
2018/10/12,10:56:38,56.2,49.4,880.0,20181012105638
2018/10/12,10:56:40,57.7,50.4,890.7,20181012105640
2018/10/12,10:56:42,59.8,51.4,897.5,20181012105642
2018/10/12,10:56:44,62.3,52.4,899.9,20181012105644
2018/10/12,10:56:46,65.1,53.2,898.0,20181012105646
2018/10/12,10:56:48,68.2,54.0,891.9,20181012105648
2018/10/12,10:56:50,71.3,54.5,881.7,20181012105650
2018/10/12,10:56:52,74.4,54.8,867.9,20181012105652
2018/10/12,10:56:54,77.3,54.9,851.1,20181012105654
2018/10/12,10:56:56,79.8,54.9,832.1,20181012105656
2018/10/12,10:56:58,82.0,54.5,811.7,20181012105658
2018/10/12,10:57:00,83.6,54.0,790.8,20181012105700
2018/10/12,10:57:02,84.6,53.3,770.3,20181012105702
2018/10/12,10:57:04,84.9,52.5,751.1,20181012105704
2018/10/12,10:57:06,84.7,51.6,734.0,20181012105706
2018/10/12,10:57:08,83.7,50.5,719.8,20181012105708
2018/10/12,10:57:10,82.2,49.5,709.1,20181012105710
2018/10/12,10:57:12,80.1,48.5,702.4,20181012105712
2018/10/12,10:57:14,77.6,47.5,700.0,20181012105714
2018/10/12,10:57:16,74.8,46.7,701.9,20181012105716
2018/10/12,10:57:18,71.7,45.9,708.1,20181012105718
2018/10/12,10:57:20,68.6,45.4,718.3,20181012105720
2018/10/12,10:57:22,65.5,45.1,732.1,20181012105722
2018/10/12,10:57:24,62.6,45.0,748.9,20181012105724
2018/10/12,10:57:26,60.0,45.0,767.9,20181012105726
2018/10/12,10:57:28,57.9,45.4,788.3,20181012105728
2018/10/12,10:57:30,56.3,45.9,809.3,20181012105730
2018/10/12,10:57:32,55.3,46.6,829.8,20181012105732
2018/10/12,10:57:34,55.0,47.4,849.0,20181012105734
2018/10/12,10:57:36,55.2,48.4,866.0,20181012105736
2018/10/12,10:57:38,56.2,49.4,880.2,20181012105738
2018/10/12,10:57:40,57.7,50.4,890.9,20181012105740
2018/10/12,10:57:42,59.8,51.4,897.5,20181012105742
2018/10/12,10:57:44,62.3,52.4,899.9,20181012105744
2018/10/12,10:57:46,65.2,53.3,898.0,20181012105746
2018/10/12,10:57:48,68.2,54.0,891.7,20181012105748
2018/10/12,10:57:50,71.4,54.5,881.5,20181012105750
2018/10/12,10:57:52,74.4,54.8,867.6,20181012105752
2018/10/12,10:57:54,77.3,54.9,850.8,20181012105754
2018/10/12,10:57:56,79.9,54.9,831.8,20181012105756
2018/10/12,10:57:58,82.0,54.5,811.4,20181012105758
2018/10/12,10:58:00,83.6,54.0,790.5,20181012105800
2018/10/12,10:58:02,84.6,53.3,770.0,20181012105802
2018/10/12,10:58:04,84.9,52.5,750.8,20181012105804
2018/10/12,10:58:06,84.7,51.5,733.7,20181012105806
2018/10/12,10:58:08,83.7,50.5,719.6,20181012105808
2018/10/12,10:58:10,82.2,49.5,709.0,20181012105810
2018/10/12,10:58:12,80.1,48.4,702.3,20181012105812
2018/10/12,10:58:14,77.6,47.5,700.0,20181012105814
2018/10/12,10:58:16,74.7,46.6,702.0,20181012105816
2018/10/12,10:58:18,71.6,45.9,708.2,20181012105818
2018/10/12,10:58:20,68.5,45.4,718.5,20181012105820
2018/10/12,10:58:22,65.4,45.1,732.4,20181012105822
2018/10/12,10:58:24,62.6,45.0,749.2,20181012105824
2018/10/12,10:58:26,60.0,45.1,768.3,20181012105826
2018/10/12,10:58:28,57.9,45.4,788.7,20181012105828
2018/10/12,10:58:30,56.3,45.9,809.6,20181012105830
2018/10/12,10:58:32,55.3,46.6,830.1,20181012105832
2018/10/12,10:58:34,55.0,47.4,849.3,20181012105834
2018/10/12,10:58:36,55.3,48.4,866.3,20181012105836
2018/10/12,10:58:38,56.2,49.4,880.4,20181012105838
2018/10/12,10:58:40,57.7,50.4,891.0,20181012105840
2018/10/12,10:58:42,59.8,51.5,897.6,20181012105842
2018/10/12,10:58:44,62.4,52.4,899.9,20181012105844
2018/10/12,10:58:46,65.2,53.3,897.9,20181012105846
2018/10/12,10:58:48,68.3,54.0,891.6,20181012105848
2018/10/12,10:58:50,71.4,54.5,881.3,20181012105850
2018/10/12,10:58:52,74.5,54.8,867.4,20181012105852
2018/10/12,10:58:54,77.4,54.9,850.5,20181012105854
2018/10/12,10:58:56,79.9,54.8,831.5,20181012105856
2018/10/12,10:58:58,82.0,54.5,811.0,20181012105858
2018/10/12,10:59:00,83.6,54.0,790.1,20181012105900
2018/10/12,10:59:02,84.6,53.3,769.6,20181012105902
2018/10/12,10:59:04,84.9,52.5,750.5,20181012105904
2018/10/12,10:59:06,84.6,51.5,733.5,20181012105906
2018/10/12,10:59:08,83.7,50.5,719.4,20181012105908
2018/10/12,10:59:10,82.1,49.5,708.8,20181012105910
2018/10/12,10:59:12,80.0,48.4,702.3,20181012105912
2018/10/12,10:59:14,77.5,47.5,700.0,20181012105914
2018/10/12,10:59:16,74.7,46.6,702.0,20181012105916
2018/10/12,10:59:18,71.6,45.9,708.4,20181012105918
2018/10/12,10:59:20,68.5,45.4,718.7,20181012105920
2018/10/12,10:59:22,65.4,45.1,732.7,20181012105922
2018/10/12,10:59:24,62.5,45.0,749.5,20181012105924
2018/10/12,10:59:26,60.0,45.1,768.6,20181012105926
2018/10/12,10:59:28,57.9,45.4,789.0,20181012105928
2018/10/12,10:59:30,56.3,45.9,809.9,20181012105930
2018/10/12,10:59:32,55.3,46.6,830.4,20181012105932
2018/10/12,10:59:34,55.0,47.4,849.6,20181012105934
2018/10/12,10:59:36,55.3,48.4,866.5,20181012105936
2018/10/12,10:59:38,56.2,49.4,880.6,20181012105938
2018/10/12,10:59:40,57.8,50.5,891.1,20181012105940
2018/10/12,10:59:42,59.9,51.5,897.7,20181012105942
2018/10/12,10:59:44,62.4,52.4,899.9,20181012105944
2018/10/12,10:59:46,65.3,53.3,897.8,20181012105946
2018/10/12,10:59:48,68.3,54.0,891.4,20181012105948
2018/10/12,10:59:50,71.5,54.5,881.1,20181012105950
2018/10/12,10:59:52,74.5,54.8,867.1,20181012105952
2018/10/12,10:59:54,77.4,54.9,850.2,20181012105954
2018/10/12,10:59:56,80.0,54.8,831.1,20181012105956
2018/10/12,10:59:58,82.1,54.5,810.7,20181012105958
2018/10/12,11:00:00,83.6,54.0,789.8,20181012110000
2018/10/12,11:00:02,84.6,53.3,769.3,20181012110002
2018/10/12,11:00:04,84.9,52.5,750.2,20181012110004
2018/10/12,11:00:06,84.6,51.5,733.2,20181012110006
2018/10/12,11:00:08,83.7,50.5,719.2,20181012110008
2018/10/12,11:00:10,82.1,49.4,708.7,20181012110010
2018/10/12,11:00:12,80.0,48.4,702.2,20181012110012
2018/10/12,11:00:14,77.5,47.5,700.0,20181012110014
2018/10/12,11:00:16,74.6,46.6,702.1,20181012110016
2018/10/12,11:00:18,71.5,45.9,708.5,20181012110018
2018/10/12,11:00:20,68.4,45.4,718.9,20181012110020
2018/10/12,11:00:22,65.3,45.1,732.9,20181012110022
2018/10/12,11:00:24,62.5,45.0,749.8,20181012110024
2018/10/12,11:00:26,59.9,45.1,768.9,20181012110026
2018/10/12,11:00:28,57.8,45.4,789.4,20181012110028
2018/10/12,11:00:30,56.3,45.9,810.3,20181012110030
2018/10/12,11:00:32,55.3,46.6,830.8,20181012110032
2018/10/12,11:00:34,55.0,47.4,849.9,20181012110034
2018/10/12,11:00:36,55.3,48.4,866.8,20181012110036
2018/10/12,11:00:38,56.2,49.4,880.8,20181012110038
2018/10/12,11:00:40,57.8,50.5,891.3,20181012110040
2018/10/12,11:00:42,59.9,51.5,897.8,20181012110042
2018/10/12,11:00:44,62.4,52.4,899.9,20181012110044
2018/10/12,11:00:46,65.3,53.3,897.8,20181012110046
2018/10/12,11:00:48,68.4,54.0,891.3,20181012110048
